id_pedido;id_calendario;id_cliente;id_vendedor;id_loja;status
6548;178;187;80;40;pago
6549;178;103;10;5;pago
6550;178;437;8;4;pago
6551;178;56;26;13;pago
6552;179;326;73;37;pago
6553;179;247;25;13;pago
6554;179;494;38;19;pago
6555;179;259;49;25;pendente
6556;179;297;90;45;pago
6557;179;212;12;6;pago
6558;179;342;72;36;pago
6559;179;26;52;26;pago
6560;179;466;80;40;pago
6561;179;429;46;23;pago
6562;179;378;45;23;pago
6563;179;106;96;50;pago
6564;179;331;17;9;pago
6565;179;452;98;52;pago
6566;179;433;83;42;pago
6567;179;62;9;5;pendente
6568;179;298;87;44;pago
6569;179;274;70;35;pago
6570;179;357;34;17;pago
6571;179;161;95;49;pago
6572;179;409;64;32;pago
6573;179;444;19;10;pago
6574;179;373;38;19;pago
6575;179;492;92;46;pago
6576;180;5;9;5;pago
6577;180;2;3;2;pago
6578;180;436;11;6;enviado
6579;180;155;40;20;pago
6580;180;275;36;18;pago
6581;180;263;20;10;pago
6582;180;232;72;36;pago
6583;180;184;36;18;pago
6584;180;7;13;7;pago
6585;180;214;94;48;pago
6586;180;450;63;32;pago
6587;180;463;42;21;pago
6588;180;181;99;53;pago
6589;180;357;33;17;pago
6590;180;272;2;1;pago
6591;180;386;47;24;pago
6592;180;6;11;6;pendente
6593;180;191;85;43;pago
6594;180;99;42;21;pago
6595;180;51;97;51;enviado
6596;180;110;86;43;pago
6597;180;369;1;1;pago
6598;180;195;51;26;enviado
6599;180;327;34;17;pago
6600;180;375;82;41;pago
6601;180;249;87;44;pago
6602;180;39;77;39;enviado
6603;180;457;24;12;pago
6604;181;257;44;22;pago
6605;181;145;61;31;pago
6606;181;291;46;23;pago
6607;181;131;66;33;pago
6608;181;420;95;49;pago
6609;181;407;25;13;pago
6610;181;488;6;3;pago
6611;181;364;24;12;pago
6612;181;107;66;33;pago
6613;181;29;58;29;pago
6614;181;392;58;29;pago
6615;181;17;34;17;pago
6616;181;24;47;24;pago
6617;181;258;77;39;pago
6618;181;500;57;29;pago
6619;181;235;50;25;pendente
6620;181;16;32;16;pago
6621;181;106;96;50;pago
6622;181;184;36;18;pago
6623;181;150;81;41;pago
6624;181;290;8;4;pago
6625;181;302;13;7;pago
6626;181;88;66;33;pago
6627;181;140;65;33;pago
6628;181;109;74;37;pago
6629;182;126;92;46;pago
6630;182;338;55;28;pago
6631;182;106;96;50;pago
6632;182;267;6;3;pago
6633;182;193;82;41;pago
6634;182;346;79;40;pago
6635;182;281;10;5;pago
6636;182;417;15;8;pago
6637;182;227;56;28;pago
6638;182;353;10;5;pago
6639;182;80;54;27;pago
6640;182;117;69;35;pago
6641;182;8;15;8;pago
6642;182;369;1;1;pago
6643;182;225;12;6;pago
6644;182;424;48;24;pago
6645;182;144;77;39;cancelado
6646;182;211;99;53;pago
6647;182;463;42;21;pago
6648;182;350;34;17;pago
6649;182;3;5;3;pago
6650;182;232;71;36;pago
6651;182;117;69;35;pago
6652;182;204;100;54;pago
6653;182;35;70;35;pago
6654;182;295;58;29;pago
6655;182;439;33;17;cancelado
6656;182;461;44;22;pago
6657;182;325;94;48;pago
6658;182;450;63;32;pago
6659;182;291;45;23;pago
6660;182;369;1;1;cancelado
6661;182;179;46;23;pago
6662;182;250;11;6;pago
6663;182;194;11;6;pago
6664;182;417;16;8;pago
6665;182;190;87;44;cancelado
6666;182;417;15;8;pago
6667;182;332;81;41;pago
6668;182;349;93;47;pago
6669;182;185;20;10;pendente
6670;182;214;94;48;cancelado
6671;182;7;13;7;pago
6672;182;129;58;29;pago
6673;182;260;67;34;pago
6674;182;390;68;34;pago
6675;182;295;57;29;pago
6676;182;132;68;34;pago
6677;182;235;50;25;pago
6678;182;409;64;32;enviado
6679;182;13;26;13;pago
6680;182;163;44;22;pago
6681;182;422;60;30;pago
6682;182;343;70;35;pago
6683;182;498;95;49;pago
6684;182;30;59;30;pago
6685;182;365;34;17;cancelado
6686;182;248;86;43;pago
6687;182;38;75;38;cancelado
6688;182;306;88;44;pago
6689;182;431;55;28;pago
6690;183;354;93;47;enviado
6691;183;307;61;31;pago
6692;183;404;93;47;enviado
6693;183;30;59;30;pago
6694;183;201;62;31;enviado
6695;183;213;49;25;pago
6696;183;425;68;34;pago
6697;183;4;8;4;pago
6698;183;90;14;7;enviado
6699;183;312;7;4;pago
6700;183;374;4;2;pago
6701;183;392;58;29;pago
6702;183;474;70;35;pago
6703;183;167;51;26;pendente
6704;183;460;95;49;enviado
6705;183;122;81;41;enviado
6706;183;442;86;43;pago
6707;183;383;78;39;pago
6708;183;391;39;20;pago
6709;183;163;43;22;pago
6710;183;317;57;29;pago
6711;183;149;72;36;pago
6712;183;2;4;2;pago
6713;183;424;48;24;pago
6714;183;211;99;53;pago
6715;183;407;25;13;pago
6716;183;132;68;34;pago
6717;183;42;84;42;pago
6718;183;388;94;48;pendente
6719;183;215;86;43;cancelado
6720;183;481;84;42;pago
6721;183;14;28;14;pendente
6722;183;451;98;52;pago
6723;183;165;72;36;pago
6724;183;159;47;24;pago
6725;183;260;67;34;pago
6726;183;367;59;30;pendente
6727;183;42;83;42;pago
6728;183;443;97;51;pago
6729;183;194;12;6;pago
6730;183;480;24;12;pago
6731;183;467;24;12;pago
6732;183;126;91;46;pago
6733;183;459;34;17;pago
6734;183;260;68;34;pago
6735;183;422;59;30;pago
6736;183;235;49;25;pago
6737;183;260;67;34;pago
6738;183;71;20;10;pago
6739;183;252;96;50;pago
6740;183;109;73;37;pago
6741;184;189;7;4;pago
6742;184;270;85;43;pago
6743;184;34;67;34;pago
6744;184;119;2;1;pago
6745;184;320;55;28;pago
6746;184;30;59;30;pago
6747;184;140;66;33;pago
6748;184;136;63;32;pago
6749;184;328;83;42;pago
6750;184;352;38;19;cancelado
6751;184;335;94;48;pago
6752;184;169;37;19;pago
6753;184;47;93;47;pago
6754;184;41;81;41;pago
6755;184;168;42;21;pago
6756;184;166;77;39;pago
6757;184;274;70;35;pago
6758;184;485;19;10;pago
6759;184;330;24;12;pago
6760;184;426;60;30;pago
6761;184;401;69;35;enviado
6762;184;131;65;33;pago
6763;184;82;7;4;pago
6764;184;132;67;34;pago
6765;184;307;61;31;pago
6766;184;294;69;35;cancelado
6767;184;336;44;22;pago
6768;184;73;59;30;pago
6769;184;267;5;3;pendente
6770;184;417;15;8;pago
6771;184;306;87;44;enviado
6772;184;334;25;13;pago
6773;184;308;12;6;pago
6774;184;430;76;38;enviado
6775;184;168;42;21;pago
6776;184;76;17;9;cancelado
6777;184;469;1;1;pago
6778;184;165;72;36;pago
6779;184;458;53;27;pago
6780;184;163;44;22;pago
6781;184;182;26;13;pago
6782;184;35;69;35;pago
6783;184;78;74;37;pago
6784;184;106;96;50;pago
6785;184;418;31;16;cancelado
6786;184;29;57;29;pago
6787;184;223;98;52;pago
6788;184;80;53;27;pago
6789;184;41;81;41;pago
6790;184;321;28;14;pago
6791;184;201;61;31;pago
6792;184;293;52;26;pago
6793;184;397;91;46;pago
6794;184;208;83;42;pago
6795;184;33;66;33;pago
6796;184;372;20;10;pendente
6797;184;199;22;11;cancelado
6798;184;418;31;16;pago
6799;184;414;100;54;pago
6800;184;193;81;41;pago
6801;184;460;95;49;pago
6802;184;179;46;23;pendente
6803;184;210;52;26;pago
6804;185;85;39;20;pago
6805;185;437;8;4;pago
6806;185;353;10;5;pago
6807;185;115;71;36;pago
6808;185;24;47;24;pago
6809;185;153;25;13;pago
6810;185;209;98;52;pago
6811;185;491;97;51;enviado
6812;185;120;23;12;pago
6813;185;77;24;12;pago
6814;185;424;48;24;pago
6815;185;500;58;29;pago
6816;185;294;69;35;pago
6817;185;24;47;24;pago
6818;185;459;33;17;pago
6819;185;50;96;50;pago
6820;185;258;77;39;pago
6821;185;268;65;33;pago
6822;185;232;71;36;pago
6823;185;234;3;2;pago
6824;185;11;22;11;enviado
6825;185;16;31;16;pendente
6826;185;138;68;34;pago
6827;185;478;9;5;enviado
6828;185;348;23;12;pago
6829;185;242;86;43;cancelado
6830;185;277;98;52;pago
6831;185;396;76;38;pago
6832;185;345;72;36;pago
6833;185;302;13;7;pago
6834;185;151;75;38;pago
6835;185;13;26;13;pendente
6836;185;359;14;7;pago
6837;185;306;87;44;pago
6838;185;5;9;5;pago
6839;186;51;97;51;pendente
6840;186;354;93;47;pago
6841;186;415;62;31;pago
6842;186;332;82;41;pago
6843;186;409;63;32;pago
6844;186;451;98;52;pago
6845;186;477;15;8;pendente
6846;186;392;57;29;pago
6847;186;238;92;46;pago
6848;186;77;23;12;pago
6849;186;109;73;37;pago
6850;186;13;26;13;pendente
6851;186;499;67;34;pago
6852;186;464;62;31;pago
6853;186;175;17;9;pago
6854;186;443;97;51;pago
6855;186;160;4;2;pago
6856;186;388;94;48;pago
6857;186;192;47;24;pago
6858;186;159;47;24;pago
6859;186;156;72;36;pago
6860;186;418;32;16;pago
6861;186;229;72;36;pendente
6862;186;156;72;36;enviado
6863;186;252;96;50;pago
6864;186;470;55;28;pago
6865;186;30;59;30;pago
6866;187;295;57;29;cancelado
6867;187;296;62;31;pago
6868;187;211;99;53;pago
6869;187;274;70;35;enviado
6870;187;22;44;22;pago
6871;187;202;79;40;pago
6872;187;74;34;17;pago
6873;187;184;35;18;pago
6874;187;442;85;43;pago
6875;187;397;91;46;pago
6876;187;23;45;23;pago
6877;187;187;80;40;pendente
6878;187;458;54;27;pago
6879;187;71;19;10;pago
6880;187;459;33;17;pago
6881;187;465;95;49;pago
6882;187;156;71;36;pago
6883;187;103;9;5;pago
6884;187;441;49;25;pago
6885;187;215;86;43;pago
6886;187;400;61;31;pago
6887;187;332;81;41;pago
6888;187;157;41;21;pendente
6889;187;96;99;53;pago
6890;187;313;5;3;pago
6891;187;197;14;7;pago
6892;187;226;22;11;pago
6893;187;418;31;16;pago
6894;187;45;90;45;pago
6895;187;109;73;37;pago
6896;187;88;66;33;pago
6897;187;239;40;20;pago
6898;187;120;24;12;pago
6899;187;459;33;17;cancelado
6900;187;259;50;25;pago
6901;187;12;23;12;pago
6902;187;401;70;35;pago
6903;187;319;38;19;pago
6904;187;378;46;23;pago
6905;187;93;25;13;pago
6906;187;194;12;6;pago
6907;187;459;33;17;pago
6908;187;193;82;41;pago
6909;187;81;100;54;pago
6910;187;435;95;49;pendente
6911;187;376;51;26;pago
6912;187;472;31;16;pago
6913;187;275;36;18;pago
6914;187;80;54;27;enviado
6915;187;51;97;51;pago
6916;187;455;47;24;cancelado
6917;187;282;37;19;pago
6918;187;281;9;5;pago
6919;187;222;34;17;pago
6920;188;227;56;28;pago
6921;188;55;41;21;pago
6922;188;51;97;51;pago
6923;188;455;48;24;pago
6924;188;113;29;15;pago
6925;188;414;100;54;pago
6926;188;115;71;36;enviado
6927;188;135;28;14;pendente
6928;188;210;51;26;pendente
6929;188;403;6;3;pago
6930;188;176;16;8;pago
6931;188;32;63;32;pago
6932;188;256;20;10;pago
6933;188;362;18;9;pago
6934;188;285;37;19;pago
6935;188;362;17;9;pago
6936;188;287;3;2;pago
6937;188;443;97;51;pago
6938;188;252;96;50;pago
6939;188;417;15;8;pago
6940;188;18;35;18;pago
6941;188;433;83;42;pago
6942;188;286;37;19;pago
6943;188;20;40;20;pago
6944;188;467;24;12;enviado
6945;188;80;53;27;pago
6946;188;418;32;16;pago
6947;188;68;77;39;pago
6948;188;165;72;36;enviado
6949;188;445;68;34;pago
6950;188;208;83;42;enviado
6951;188;425;67;34;pendente
6952;188;216;78;39;pago
6953;188;328;83;42;pago
6954;188;410;17;9;pago
6955;188;113;30;15;pago
6956;188;419;94;48;enviado
6957;188;329;41;21;pago
6958;188;339;18;9;pago
6959;188;157;42;21;pago
6960;188;121;27;14;pago
6961;189;418;31;16;cancelado
6962;189;445;67;34;pago
6963;189;127;82;41;pago
6964;189;79;22;11;pago
6965;189;85;39;20;pago
6966;189;138;67;34;pago
6967;189;52;98;52;pendente
6968;189;412;36;18;pago
6969;189;414;100;54;pago
6970;189;410;17;9;pago
6971;189;328;84;42;enviado
6972;189;436;12;6;pago
6973;189;223;98;52;pendente
6974;189;466;80;40;pago
6975;189;468;75;38;pago
6976;189;219;37;19;pago
6977;189;331;17;9;pago
6978;189;227;55;28;pago
6979;189;197;14;7;pago
6980;189;455;48;24;pago
6981;189;429;45;23;pago
6982;189;2;4;2;pago
6983;189;151;76;38;pago
6984;189;314;87;44;pago
6985;189;90;13;7;pago
6986;189;178;52;26;pago
6987;189;423;93;47;pago
6988;189;140;66;33;pago
6989;189;337;93;47;pago
6990;189;277;98;52;pago
6991;189;475;90;45;pago
6992;189;236;29;15;pago
6993;189;485;19;10;pago
6994;189;22;43;22;pago
6995;189;341;64;32;pago
6996;189;15;30;15;pago
6997;189;23;45;23;cancelado
6998;189;363;48;24;pago
6999;189;80;54;27;pago
7000;189;140;65;33;pago
7001;189;17;34;17;pago
7002;189;311;90;45;pago
7003;189;159;47;24;pago
7004;189;201;62;31;pago
7005;189;151;76;38;pago
7006;189;152;94;48;pago
7007;189;258;78;39;pago
7008;190;404;93;47;pago
7009;190;479;72;36;pago
7010;190;56;26;13;pago
7011;190;368;50;25;pago
7012;190;151;75;38;enviado
7013;190;189;8;4;pago
7014;190;20;39;20;pago
7015;190;476;95;49;pago
7016;190;106;96;50;pago
7017;190;476;95;49;enviado
7018;190;143;89;45;pago
7019;190;78;74;37;pago
7020;190;375;81;41;pago
7021;190;441;49;25;pendente
7022;190;317;58;29;pago
7023;190;158;83;42;pago
7024;190;113;30;15;enviado
7025;190;407;26;13;pago
7026;190;117;69;35;pago
7027;190;9;18;9;pago
7028;190;27;54;27;pago
7029;190;315;35;18;pago
7030;190;27;54;27;pago
7031;190;299;50;25;pago
7032;190;416;74;37;pago
7033;190;337;93;47;pago
7034;190;341;64;32;pago
7035;190;128;9;5;pago
7036;190;136;64;32;enviado
7037;190;473;84;42;pago
7038;190;202;80;40;pago
7039;190;63;99;53;enviado
7040;190;96;99;53;pago
7041;190;1;1;1;pago
7042;190;341;64;32;pago
7043;190;479;71;36;pago
7044;190;406;51;26;pendente
7045;190;113;29;15;pago
7046;190;317;57;29;pago
7047;190;431;55;28;pago
7048;190;20;40;20;pago
7049;190;498;95;49;pendente
7050;190;228;28;14;pago
7051;190;151;76;38;pago
7052;191;71;20;10;pago
7053;191;450;63;32;pago
7054;191;50;96;50;pago
7055;191;363;48;24;pago
7056;191;335;94;48;pago
7057;191;224;28;14;pago
7058;191;459;33;17;pago
7059;191;96;99;53;pago
7060;191;239;39;20;pago
7061;191;69;71;36;pago
7062;191;140;65;33;pago
7063;191;344;93;47;cancelado
7064;191;99;42;21;pago
7065;191;17;34;17;pago
7066;191;468;75;38;pago
7067;191;252;96;50;pago
7068;191;413;13;7;pago
7069;191;372;20;10;pago
7070;191;181;99;53;pago
7071;191;190;88;44;pago
7072;191;88;66;33;cancelado
7073;192;194;12;6;pago
7074;192;67;62;31;pago
7075;192;51;97;51;pago
7076;192;193;82;41;pendente
7077;192;408;2;1;pago
7078;192;450;63;32;pago
7079;192;63;99;53;pago
7080;192;415;61;31;pago
7081;192;13;26;13;pendente
7082;192;25;49;25;pago
7083;192;475;90;45;pago
7084;192;344;93;47;pago
7085;192;195;52;26;pago
7086;192;247;25;13;pago
7087;192;368;49;25;pago
7088;192;358;5;3;enviado
7089;192;411;90;45;pago
7090;192;344;93;47;pago
7091;192;255;24;12;pago
7092;192;333;29;15;pago
7093;192;377;62;31;cancelado
7094;192;55;41;21;pago
7095;192;252;96;50;pago
7096;192;19;38;19;enviado
7097;192;218;38;19;pago
7098;192;33;66;33;pago
7099;192;31;62;31;pago
7100;192;144;77;39;pago
7101;192;214;94;48;pago
7102;192;483;30;15;pago
7103;192;252;96;50;pago
7104;192;6;12;6;pendente
7105;192;207;29;15;pago
7106;192;119;1;1;pago
7107;192;389;11;6;pago
7108;192;48;94;48;pendente
7109;192;189;7;4;pago
7110;192;423;93;47;pago
7111;192;339;18;9;pago
7112;192;82;7;4;pago
7113;192;5;10;5;enviado
7114;192;106;96;50;pago
7115;192;125;51;26;pago
7116;192;70;22;11;pago
7117;192;448;86;43;pago
7118;192;302;14;7;pago
7119;192;38;75;38;pago
7120;192;177;87;44;pago
7121;192;153;25;13;pago
7122;192;422;60;30;pago
7123;192;255;24;12;cancelado
7124;192;282;37;19;pago
7125;192;30;59;30;pago
7126;192;134;74;37;pago
7127;192;281;9;5;pago
7128;192;168;41;21;pago
7129;192;252;96;50;pago
7130;193;430;75;38;pago
7131;193;101;55;28;pago
7132;193;181;99;53;pago
7133;193;39;78;39;pago
7134;193;33;66;33;pago
7135;193;46;92;46;pago
7136;193;446;30;15;pago
7137;193;444;20;10;pago
7138;193;179;46;23;pago
7139;193;367;60;30;cancelado
7140;193;158;84;42;enviado
7141;193;311;89;45;pendente
7142;193;285;38;19;pago
7143;193;228;27;14;pago
7144;193;491;97;51;pago
7145;193;381;71;36;enviado
7146;193;62;10;5;pago
7147;193;425;68;34;pago
7148;193;211;99;53;pago
7149;193;34;68;34;pago
7150;193;105;42;21;pago
7151;193;376;52;26;pago
7152;193;428;74;37;pago
7153;193;210;52;26;pago
7154;193;135;28;14;pago
7155;193;9;18;9;pago
7156;193;16;32;16;pago
7157;193;58;11;6;pago
7158;193;318;95;49;pago
7159;193;368;50;25;pago
7160;193;34;67;34;pago
7161;193;270;86;43;pago
7162;193;70;21;11;pago
7163;193;131;66;33;pago
7164;193;44;88;44;pago
7165;193;99;41;21;pago
7166;193;380;86;43;pago
7167;193;421;89;45;pago
7168;193;107;65;33;pago
7169;193;99;42;21;pago
7170;193;270;86;43;pago
7171;193;207;30;15;pago
7172;193;396;75;38;pago
7173;193;417;15;8;pago
7174;193;370;3;2;pago
7175;193;365;33;17;pago
7176;193;446;30;15;pago
7177;193;470;56;28;pago
7178;193;136;63;32;pago
7179;193;224;28;14;pendente
7180;193;303;91;46;pago
7181;193;33;66;33;pago
7182;193;344;93;47;pago
7183;193;421;90;45;pago
7184;193;192;47;24;pendente
7185;193;392;58;29;pago
7186;193;114;1;1;pago
7187;193;451;98;52;cancelado
7188;193;244;26;13;pago
7189;193;462;27;14;cancelado
7190;193;163;43;22;pago
7191;193;322;44;22;pago
7192;193;283;51;26;pago
7193;193;16;32;16;pago
7194;194;6;11;6;pago
7195;194;366;94;48;pago
7196;194;252;96;50;pago
7197;194;221;81;41;pago
7198;194;405;35;18;pago
7199;194;338;56;28;pago
7200;194;86;77;39;pago
7201;194;451;98;52;pago
7202;194;364;23;12;pago
7203;194;362;17;9;pago
7204;194;30;59;30;pendente
7205;194;52;98;52;pago
7206;194;492;91;46;pago
7207;194;383;78;39;pago
7208;194;359;13;7;pago
7209;194;267;6;3;pago
7210;194;29;58;29;pago
7211;194;161;95;49;pendente
7212;194;188;25;13;cancelado
7213;194;450;63;32;pago
7214;194;392;58;29;cancelado
7215;194;154;89;45;pago
7216;194;144;78;39;pago
7217;194;184;36;18;pendente
7218;194;394;7;4;pago
7219;194;372;19;10;pago
7220;194;442;86;43;pago
7221;194;46;92;46;pago
7222;194;39;78;39;pago
7223;194;34;67;34;pago
7224;194;450;63;32;pago
7225;194;443;97;51;pendente
7226;194;69;72;36;pago
7227;194;236;29;15;enviado
7228;194;378;45;23;pago
7229;194;36;72;36;pago
7230;194;11;21;11;pago
7231;194;244;26;13;pago
7232;194;464;62;31;pago
7233;194;49;95;49;enviado
7234;194;307;62;31;pago
7235;194;396;75;38;pago
7236;194;140;66;33;pago
7237;194;478;9;5;pago
7238;194;215;85;43;enviado
7239;194;94;15;8;pago
7240;194;301;93;47;pago
7241;194;312;8;4;pago
7242;194;180;97;51;pago
7243;194;127;82;41;pago
7244;194;361;35;18;pago
7245;195;25;50;25;pago
7246;195;189;7;4;pago
7247;195;80;53;27;pago
7248;195;111;100;54;pago
7249;195;465;95;49;pago
7250;195;281;10;5;pago
7251;195;337;93;47;pago
7252;195;33;66;33;pago
7253;195;258;77;39;cancelado
7254;195;148;73;37;pago
7255;195;65;70;35;pago
7256;195;192;47;24;pago
7257;195;483;29;15;pago
7258;195;230;84;42;pago
7259;195;63;99;53;cancelado
7260;195;185;19;10;pago
7261;195;73;59;30;pago
7262;195;291;45;23;pago
7263;195;100;13;7;pago
7264;195;201;61;31;pago
7265;195;207;29;15;pago
7266;195;311;89;45;pago
7267;195;384;93;47;pago
7268;195;410;17;9;pago
7269;195;111;100;54;pago
7270;195;223;98;52;pago
7271;196;352;38;19;pendente
7272;196;27;54;27;pago
7273;196;312;7;4;pago
7274;196;140;65;33;pago
7275;196;128;9;5;pago
7276;196;207;29;15;pago
7277;196;454;95;49;pago
7278;196;445;68;34;pago
7279;196;27;54;27;pago
7280;196;241;48;24;pago
7281;196;171;47;24;pago
7282;196;492;91;46;pago
7283;196;153;26;13;pago
7284;196;202;79;40;pago
7285;196;275;35;18;cancelado
7286;196;372;19;10;pago
7287;196;146;16;8;pago
7288;196;82;7;4;enviado
7289;196;367;59;30;pago
7290;196;102;98;52;pago
7291;196;47;93;47;pago
7292;196;388;94;48;pago
7293;196;57;70;35;pago
7294;196;480;24;12;enviado
7295;196;17;34;17;pago
7296;196;344;93;47;pago
7297;196;200;79;40;pago
7298;196;142;6;3;pago
7299;196;259;49;25;pago
7300;196;341;63;32;pago
7301;196;180;97;51;pago
7302;196;247;25;13;pago
7303;196;226;22;11;pago
7304;196;386;48;24;pago
7305;196;68;78;39;pendente
7306;197;442;86;43;pago
7307;197;275;36;18;pago
7308;197;457;24;12;pendente
7309;197;52;98;52;cancelado
7310;197;363;47;24;pago
7311;197;443;97;51;pendente
7312;197;478;10;5;pago
7313;197;500;58;29;pago
7314;197;107;66;33;pago
7315;197;211;99;53;pago
7316;197;27;53;27;pago
7317;197;326;73;37;pago
7318;197;391;40;20;pago
7319;197;128;10;5;pago
7320;197;325;94;48;pago
7321;197;120;23;12;pago
7322;197;22;44;22;pago
7323;197;422;60;30;pago
7324;197;80;53;27;pendente
7325;197;65;70;35;enviado
7326;197;133;48;24;pago
7327;197;86;77;39;pago
7328;197;258;78;39;pago
7329;198;44;87;44;pago
7330;198;115;71;36;pago
7331;198;342;72;36;pago
7332;198;274;70;35;enviado
7333;198;438;12;6;pago
7334;198;4;7;4;pago
7335;198;425;68;34;pago
7336;198;44;87;44;pago
7337;198;416;73;37;pago
7338;198;216;78;39;pago
7339;198;353;10;5;pago
7340;198;363;47;24;pago
7341;198;402;75;38;pago
7342;198;349;93;47;pago
7343;198;23;46;23;pago
7344;198;15;29;15;pago
7345;198;416;73;37;pago
7346;198;320;55;28;pago
7347;198;119;1;1;pago
7348;198;24;48;24;pago
7349;198;67;61;31;pago
7350;198;431;55;28;cancelado
7351;198;416;73;37;pago
7352;198;32;64;32;pago
7353;198;416;73;37;pago
7354;198;473;84;42;pago
7355;198;383;77;39;cancelado
7356;198;45;89;45;pago
7357;198;270;86;43;pago
7358;198;255;24;12;pago
7359;198;266;52;26;pago
7360;198;220;81;41;pago
7361;198;405;35;18;pago
7362;198;483;30;15;cancelado
7363;199;252;96;50;pago
7364;199;457;24;12;pago
7365;199;478;9;5;pago
7366;199;80;53;27;pago
7367;199;34;68;34;pago
7368;199;409;63;32;pago
7369;199;392;58;29;pago
7370;199;320;55;28;pago
7371;199;39;77;39;pago
7372;199;196;44;22;pago
7373;199;365;34;17;pago
7374;199;9;17;9;enviado
7375;199;153;26;13;pago
7376;199;390;67;34;pago
7377;199;85;40;20;pago
7378;199;84;87;44;pago
7379;199;136;64;32;pago
7380;199;324;25;13;pago
7381;199;168;41;21;pago
7382;199;391;39;20;cancelado
7383;199;71;20;10;pago
7384;199;150;81;41;pago
7385;199;277;98;52;pago
7386;199;485;19;10;pago
7387;199;169;38;19;pago
7388;199;359;13;7;pago
7389;199;9;17;9;pago
7390;199;202;80;40;pago
7391;199;247;26;13;pago
7392;199;179;45;23;pago
7393;199;85;40;20;pago
7394;199;80;53;27;pago
7395;199;497;88;44;pago
7396;199;286;37;19;enviado
7397;199;193;81;41;pago
7398;199;219;38;19;pago
7399;199;77;24;12;pago
7400;199;262;50;25;pago
7401;199;122;82;41;pago
7402;199;43;86;43;pago
7403;199;226;21;11;pago
7404;199;105;42;21;enviado
7405;199;455;47;24;pago
7406;199;372;19;10;pago
7407;199;209;98;52;pago
7408;199;333;29;15;pago
7409;199;157;42;21;pago
7410;199;91;1;1;pago
7411;199;127;82;41;pago
7412;199;136;64;32;pago
7413;199;54;100;54;pago
7414;200;27;53;27;pago
7415;200;80;53;27;pago
7416;200;362;17;9;pago
7417;200;451;98;52;pago
7418;200;94;16;8;pago
7419;200;322;44;22;enviado
7420;200;50;96;50;pago
7421;200;5;10;5;pago
7422;200;455;47;24;pago
7423;200;107;65;33;pago
7424;200;245;73;37;pago
7425;200;187;80;40;pago
7426;200;449;86;43;pendente
7427;200;180;97;51;pago
7428;200;194;11;6;pago
7429;200;483;30;15;pago
7430;200;430;76;38;pago
7431;200;47;93;47;pago
7432;200;214;94;48;pago
7433;200;290;8;4;pago
7434;200;293;51;26;pago
7435;200;146;16;8;pago
7436;200;135;27;14;pago
7437;200;163;43;22;pago
7438;200;452;98;52;pago
7439;200;223;98;52;pago
7440;200;389;11;6;pago
7441;200;267;5;3;pago
7442;200;202;79;40;pago
7443;200;284;46;23;pago
7444;200;396;75;38;pendente
7445;200;426;59;30;pago
7446;200;398;70;35;pago
7447;200;463;41;21;pago
7448;200;23;46;23;pago
7449;200;309;29;15;pago
7450;200;215;86;43;pago
7451;200;244;25;13;cancelado
7452;200;206;51;26;cancelado
7453;200;48;94;48;pago
7454;200;491;97;51;pago
7455;200;256;20;10;pago
7456;200;210;52;26;pago
7457;200;433;84;42;pago
7458;200;70;22;11;pago
7459;200;4;7;4;pago
7460;201;302;13;7;pago
7461;201;140;66;33;pago
7462;201;245;73;37;pago
7463;201;387;12;6;pago
7464;201;238;91;46;pendente
7465;201;482;41;21;cancelado
7466;201;373;37;19;pago
7467;201;273;55;28;pago
7468;201;464;62;31;pago
7469;201;239;40;20;pago
7470;201;127;82;41;pago
7471;201;185;19;10;pago
7472;201;124;73;37;pago
7473;201;173;46;23;pago
7474;201;443;97;51;pago
7475;201;456;3;2;enviado
7476;201;81;100;54;pendente
7477;201;16;32;16;pendente
7478;201;30;59;30;pago
7479;201;51;97;51;pago
7480;201;418;31;16;cancelado
7481;201;120;24;12;pago
7482;201;101;56;28;pago
7483;201;52;98;52;pago
7484;201;168;42;21;pago
7485;201;184;36;18;pago
7486;201;402;75;38;pago
7487;201;422;59;30;cancelado
7488;201;106;96;50;pago
7489;201;158;84;42;pago
7490;201;331;17;9;pago
7491;201;165;71;36;pago
7492;201;426;60;30;pago
7493;201;396;76;38;pendente
7494;202;427;87;44;pago
7495;202;46;92;46;pendente
7496;202;334;26;13;pago
7497;202;326;73;37;enviado
7498;202;402;75;38;pago
7499;202;338;56;28;enviado
7500;202;353;10;5;pago
7501;202;369;1;1;pendente
7502;202;11;22;11;pago
7503;202;42;83;42;pago
7504;202;166;77;39;pago
7505;202;62;10;5;enviado
7506;202;450;64;32;pago
7507;202;275;35;18;pago
7508;202;321;27;14;pago
7509;202;308;12;6;pago
7510;202;415;61;31;pago
7511;202;493;97;51;enviado
7512;202;220;82;41;pago
7513;202;327;33;17;pago
7514;202;265;22;11;pago
7515;202;486;87;44;pago
7516;202;137;45;23;pago
7517;202;250;11;6;pago
7518;202;180;97;51;pago
7519;202;204;100;54;pendente
7520;202;10;20;10;pago
7521;202;223;98;52;pago
7522;202;414;100;54;pago
7523;202;284;45;23;pago
7524;202;378;46;23;pago
7525;202;166;77;39;pago
7526;202;79;22;11;cancelado
7527;202;321;27;14;pago
7528;202;122;81;41;pago
7529;203;76;18;9;pago
7530;203;483;29;15;pago
7531;203;156;71;36;pago
