id_movimentacao;id_estoque;id_item_pedido;tipo_movimentacao;quantidade;id_calendario
6415;378;7089.0;Saída;3.0;66
6416;341;7090.0;Saída;2.0;66
6417;333;7091.0;Saída;3.0;66
6418;3638;7092.0;Saída;3.0;66
6419;1075;7093.0;Saída;3.0;66
6420;1763;7094.0;Saída;2.0;66
6421;1823;7095.0;Saída;1.0;66
6422;1770;7096.0;Saída;3.0;66
6423;3001;7097.0;Saída;3.0;66
6424;3017;7098.0;Saída;1.0;66
6425;3038;7099.0;Saída;3.0;66
6426;461;7100.0;Saída;3.0;66
6427;432;7101.0;Saída;3.0;66
6428;444;7102.0;Saída;3.0;66
6429;470;7103.0;Saída;3.0;66
6430;453;7104.0;Saída;3.0;66
6431;3557;7105.0;Saída;1.0;67
6432;3590;7106.0;Saída;3.0;67
6433;150;7107.0;Saída;1.0;67
6434;155;7108.0;Saída;2.0;67
6435;101;7109.0;Saída;1.0;67
6436;154;7110.0;Saída;2.0;67
6437;1574;7111.0;Saída;1.0;67
6438;1565;7112.0;Saída;1.0;67
6439;3792;7113.0;Saída;2.0;67
6440;241;7114.0;Saída;2.0;67
6441;319;7115.0;Saída;3.0;67
6442;320;7116.0;Saída;2.0;67
6443;310;7117.0;Saída;1.0;67
6444;1626;7118.0;Saída;1.0;67
6445;1665;7119.0;Saída;2.0;67
6446;1295;7120.0;Saída;1.0;67
6447;1350;7121.0;Saída;1.0;67
6448;1319;7122.0;Saída;1.0;67
6449;1321;7123.0;Saída;3.0;67
6450;53;7124.0;Saída;2.0;67
6451;64;7125.0;Saída;1.0;67
6452;2423;7130.0;Saída;2.0;67
6453;2436;7131.0;Saída;1.0;67
6454;2416;7132.0;Saída;2.0;67
6455;3495;7135.0;Saída;1.0;67
6456;988;7136.0;Saída;2.0;67
6457;980;7137.0;Saída;3.0;67
6458;962;7138.0;Saída;1.0;67
6459;972;7139.0;Saída;3.0;67
6460;1397;7140.0;Saída;2.0;67
6461;39;7141.0;Saída;2.0;67
6462;15;7142.0;Saída;2.0;67
6463;14;7143.0;Saída;1.0;67
6464;481;7144.0;Saída;2.0;67
6465;502;7145.0;Saída;2.0;67
6466;2557;7146.0;Saída;3.0;67
6467;1308;7147.0;Saída;3.0;67
6468;1800;7148.0;Saída;3.0;67
6469;1830;7149.0;Saída;3.0;67
6470;1180;7150.0;Saída;3.0;67
6471;1140;7151.0;Saída;2.0;67
6472;3388;7152.0;Saída;3.0;67
6473;3408;7153.0;Saída;1.0;67
6474;3401;7154.0;Saída;2.0;67
6475;3420;7155.0;Saída;1.0;67
6476;3389;7156.0;Saída;1.0;67
6477;228;7157.0;Saída;1.0;67
6478;221;7158.0;Saída;2.0;67
6479;173;7159.0;Saída;3.0;67
6480;219;7160.0;Saída;3.0;67
6481;3941;7161.0;Saída;1.0;67
6482;3970;7162.0;Saída;1.0;67
6483;2044;7168.0;Saída;2.0;67
6484;2077;7169.0;Saída;1.0;67
6485;2049;7170.0;Saída;1.0;67
6486;3453;7171.0;Saída;3.0;67
6487;3443;7172.0;Saída;2.0;67
6488;1892;7173.0;Saída;2.0;67
6489;1880;7174.0;Saída;2.0;67
6490;1868;7175.0;Saída;3.0;67
6491;1915;7176.0;Saída;1.0;67
6492;1522;7177.0;Saída;2.0;67
6493;1547;7178.0;Saída;3.0;67
6494;1589;7179.0;Saída;1.0;67
6495;1553;7180.0;Saída;1.0;67
6496;1546;7181.0;Saída;3.0;67
6497;3861;7182.0;Saída;2.0;67
6498;3897;7183.0;Saída;3.0;67
6499;3873;7184.0;Saída;2.0;67
6500;969;7185.0;Saída;1.0;67
6501;1001;7186.0;Saída;3.0;67
6502;2896;7187.0;Saída;2.0;67
6503;3373;7188.0;Saída;3.0;67
6504;3409;7189.0;Saída;3.0;67
6505;3420;7190.0;Saída;1.0;67
6506;3403;7191.0;Saída;1.0;67
6507;3374;7192.0;Saída;1.0;67
6508;2312;7193.0;Saída;3.0;67
6509;2276;7194.0;Saída;2.0;67
6510;325;7195.0;Saída;3.0;67
6511;336;7196.0;Saída;3.0;67
6512;392;7197.0;Saída;3.0;67
6513;374;7198.0;Saída;1.0;67
6514;2612;7199.0;Saída;2.0;67
6515;2615;7200.0;Saída;1.0;67
6516;2574;7201.0;Saída;2.0;67
6517;2596;7202.0;Saída;3.0;67
6518;2624;7203.0;Saída;3.0;67
6519;4216;7204.0;Saída;1.0;67
6520;4316;7205.0;Saída;1.0;67
6521;4313;7206.0;Saída;3.0;67
6522;910;7207.0;Saída;1.0;67
6523;956;7208.0;Saída;1.0;67
6524;882;7209.0;Saída;3.0;67
6525;959;7210.0;Saída;1.0;67
6526;741;7211.0;Saída;1.0;67
6527;1185;7215.0;Saída;2.0;67
6528;1159;7216.0;Saída;1.0;67
6529;1156;7217.0;Saída;3.0;67
6530;4207;7218.0;Saída;3.0;67
6531;4240;7219.0;Saída;2.0;67
6532;1784;7220.0;Saída;3.0;67
6533;1770;7221.0;Saída;2.0;67
6534;1830;7222.0;Saída;1.0;67
6535;1803;7223.0;Saída;3.0;67
6536;1781;7224.0;Saída;3.0;67
6537;1816;7225.0;Saída;1.0;68
6538;3538;7226.0;Saída;1.0;68
6539;180;7227.0;Saída;2.0;68
6540;164;7228.0;Saída;2.0;68
6541;221;7229.0;Saída;2.0;68
6542;225;7230.0;Saída;1.0;68
6543;199;7231.0;Saída;2.0;68
6544;997;7232.0;Saída;1.0;68
6545;970;7233.0;Saída;3.0;68
6546;978;7234.0;Saída;1.0;68
6547;2096;7235.0;Saída;3.0;68
6548;2144;7236.0;Saída;3.0;68
6549;2552;7237.0;Saída;1.0;68
6550;2486;7238.0;Saída;3.0;68
6551;2498;7239.0;Saída;2.0;68
6552;2536;7240.0;Saída;2.0;68
6553;2553;7241.0;Saída;2.0;68
6554;3514;7242.0;Saída;3.0;68
6555;3475;7243.0;Saída;2.0;68
6556;3468;7244.0;Saída;1.0;68
6557;3064;7248.0;Saída;3.0;68
6558;3046;7249.0;Saída;1.0;68
6559;3107;7250.0;Saída;3.0;68
6560;3827;7251.0;Saída;3.0;68
6561;3790;7252.0;Saída;2.0;68
6562;3829;7253.0;Saída;3.0;68
6563;3818;7254.0;Saída;3.0;68
6564;3769;7255.0;Saída;2.0;68
6565;1905;7256.0;Saída;1.0;68
6566;1881;7257.0;Saída;2.0;68
6567;4237;7261.0;Saída;3.0;68
6568;3403;7262.0;Saída;2.0;68
6569;3402;7263.0;Saída;2.0;68
6570;3387;7264.0;Saída;3.0;68
6571;3433;7265.0;Saída;2.0;68
6572;3100;7266.0;Saída;2.0;68
6573;3096;7267.0;Saída;2.0;68
6574;3094;7268.0;Saída;2.0;68
6575;3050;7269.0;Saída;1.0;68
6576;3041;7270.0;Saída;3.0;68
6577;2270;7271.0;Saída;2.0;68
6578;2296;7272.0;Saída;2.0;68
6579;2319;7273.0;Saída;2.0;68
6580;3989;7274.0;Saída;3.0;68
6581;3950;7275.0;Saída;1.0;68
6582;3988;7276.0;Saída;3.0;68
6583;3971;7277.0;Saída;2.0;68
6584;3998;7278.0;Saída;2.0;68
6585;1350;7279.0;Saída;3.0;68
6586;1644;7280.0;Saída;1.0;68
6587;1678;7281.0;Saída;2.0;68
6588;1655;7282.0;Saída;2.0;68
6589;1607;7283.0;Saída;3.0;68
6590;1628;7284.0;Saída;3.0;68
6591;4202;7285.0;Saída;2.0;68
6592;4212;7286.0;Saída;1.0;68
6593;4197;7287.0;Saída;3.0;68
6594;4226;7288.0;Saída;3.0;68
6595;2041;7289.0;Saída;1.0;68
6596;2060;7290.0;Saída;2.0;68
6597;2030;7291.0;Saída;2.0;68
6598;4029;7292.0;Saída;1.0;68
6599;4035;7293.0;Saída;3.0;68
6600;4080;7294.0;Saída;2.0;68
6601;4032;7295.0;Saída;2.0;68
6602;4056;7296.0;Saída;1.0;68
6603;4294;7297.0;Saída;3.0;68
6604;4317;7298.0;Saída;3.0;68
6605;4282;7299.0;Saída;3.0;68
6606;4308;7300.0;Saída;2.0;68
6607;4280;7301.0;Saída;3.0;68
6608;2051;7302.0;Saída;3.0;68
6609;3588;7305.0;Saída;1.0;68
6610;3525;7306.0;Saída;1.0;68
6611;1004;7307.0;Saída;3.0;68
6612;978;7308.0;Saída;2.0;68
6613;3371;7309.0;Saída;1.0;68
6614;3400;7310.0;Saída;2.0;68
6615;3368;7311.0;Saída;2.0;68
6616;1872;7312.0;Saída;2.0;68
6617;1867;7313.0;Saída;3.0;68
6618;1920;7314.0;Saída;2.0;68
6619;1866;7315.0;Saída;1.0;68
6620;1475;7316.0;Saída;1.0;68
6621;1495;7317.0;Saída;3.0;68
6622;1462;7318.0;Saída;3.0;68
6623;1501;7319.0;Saída;2.0;68
6624;1513;7320.0;Saída;1.0;68
6625;1840;7321.0;Saída;3.0;69
6626;390;7322.0;Saída;3.0;69
6627;354;7323.0;Saída;2.0;69
6628;352;7324.0;Saída;2.0;69
6629;2345;7325.0;Saída;1.0;69
6630;2354;7326.0;Saída;1.0;69
6631;2336;7327.0;Saída;1.0;69
6632;2720;7328.0;Saída;3.0;69
6633;2717;7329.0;Saída;2.0;69
6634;2680;7330.0;Saída;3.0;69
6635;2611;7331.0;Saída;2.0;69
6636;2632;7332.0;Saída;3.0;69
6637;2581;7333.0;Saída;1.0;69
6638;2829;7334.0;Saída;2.0;69
6639;2812;7335.0;Saída;2.0;69
6640;385;7336.0;Saída;1.0;69
6641;343;7337.0;Saída;3.0;69
6642;349;7338.0;Saída;1.0;69
6643;361;7339.0;Saída;2.0;69
6644;326;7340.0;Saída;3.0;69
6645;457;7341.0;Saída;2.0;69
6646;416;7342.0;Saída;1.0;69
6647;431;7343.0;Saída;3.0;69
6648;426;7344.0;Saída;1.0;69
6649;473;7345.0;Saída;2.0;69
6650;1682;7350.0;Saída;3.0;69
6651;1750;7351.0;Saída;1.0;69
6652;1861;7352.0;Saída;1.0;69
6653;1438;7353.0;Saída;3.0;69
6654;434;7354.0;Saída;2.0;69
6655;453;7355.0;Saída;3.0;69
6656;479;7356.0;Saída;2.0;69
6657;686;7357.0;Saída;3.0;69
6658;650;7358.0;Saída;3.0;69
6659;694;7359.0;Saída;1.0;69
6660;645;7360.0;Saída;1.0;69
6661;213;7361.0;Saída;1.0;69
6662;194;7362.0;Saída;3.0;69
6663;169;7363.0;Saída;2.0;69
6664;219;7364.0;Saída;3.0;69
6665;3129;7365.0;Saída;1.0;69
6666;2739;7366.0;Saída;1.0;69
6667;2737;7367.0;Saída;1.0;69
6668;2746;7368.0;Saída;1.0;69
6669;2747;7369.0;Saída;3.0;69
6670;2073;7370.0;Saída;3.0;69
6671;2039;7371.0;Saída;1.0;69
6672;4296;7372.0;Saída;1.0;69
6673;4289;7373.0;Saída;1.0;69
6674;4304;7374.0;Saída;3.0;69
6675;3392;7378.0;Saída;1.0;69
6676;3418;7379.0;Saída;1.0;69
6677;3438;7380.0;Saída;1.0;69
6678;3373;7381.0;Saída;2.0;69
6679;3384;7382.0;Saída;2.0;69
6680;28;7383.0;Saída;1.0;69
6681;70;7384.0;Saída;3.0;69
6682;36;7385.0;Saída;1.0;69
6683;37;7386.0;Saída;1.0;69
6684;2111;7387.0;Saída;1.0;69
6685;2116;7388.0;Saída;2.0;69
6686;2154;7389.0;Saída;3.0;69
6687;2120;7390.0;Saída;3.0;69
6688;2127;7391.0;Saída;3.0;69
6689;4277;7392.0;Saída;1.0;69
6690;3080;7393.0;Saída;3.0;69
6691;3074;7394.0;Saída;2.0;69
6692;3075;7395.0;Saída;1.0;69
6693;3054;7396.0;Saída;1.0;69
6694;3091;7397.0;Saída;1.0;69
6695;3984;7398.0;Saída;1.0;69
6696;3992;7399.0;Saída;2.0;69
6697;3788;7400.0;Saída;3.0;69
6698;3783;7401.0;Saída;1.0;69
6699;3818;7402.0;Saída;3.0;69
6700;3822;7403.0;Saída;3.0;69
6701;3803;7404.0;Saída;3.0;69
6702;1889;7405.0;Saída;1.0;69
6703;817;7406.0;Saída;3.0;69
6704;823;7407.0;Saída;1.0;69
6705;846;7408.0;Saída;1.0;69
6706;870;7409.0;Saída;2.0;69
6707;848;7410.0;Saída;1.0;69
6708;1614;7411.0;Saída;3.0;69
6709;1620;7412.0;Saída;3.0;69
6710;1615;7413.0;Saída;3.0;69
6711;1623;7414.0;Saída;2.0;69
6712;1650;7415.0;Saída;2.0;69
6713;2572;7419.0;Saída;2.0;69
6714;2619;7420.0;Saída;3.0;69
6715;2617;7421.0;Saída;1.0;69
6716;2592;7422.0;Saída;1.0;69
6717;2606;7423.0;Saída;1.0;69
6718;61;7424.0;Saída;2.0;69
6719;1734;7425.0;Saída;2.0;69
6720;155;7426.0;Saída;3.0;69
6721;85;7427.0;Saída;3.0;69
6722;158;7428.0;Saída;3.0;69
6723;2355;7429.0;Saída;2.0;69
6724;2341;7430.0;Saída;3.0;69
6725;2348;7431.0;Saída;2.0;69
6726;2366;7432.0;Saída;1.0;69
6727;2352;7433.0;Saída;1.0;69
6728;1999;7434.0;Saída;2.0;69
6729;1981;7435.0;Saída;2.0;69
6730;1928;7436.0;Saída;3.0;69
6731;1958;7437.0;Saída;2.0;69
6732;2624;7445.0;Saída;1.0;69
6733;3610;7446.0;Saída;2.0;69
6734;3607;7447.0;Saída;1.0;69
6735;3666;7448.0;Saída;1.0;69
6736;3680;7449.0;Saída;3.0;69
6737;3376;7450.0;Saída;2.0;70
6738;3377;7451.0;Saída;3.0;70
6739;3420;7452.0;Saída;2.0;70
6740;3438;7453.0;Saída;1.0;70
6741;3403;7454.0;Saída;3.0;70
6742;878;7455.0;Saída;1.0;70
6743;830;7456.0;Saída;2.0;70
6744;866;7457.0;Saída;2.0;70
6745;854;7458.0;Saída;3.0;70
6746;860;7459.0;Saída;1.0;70
6747;1783;7460.0;Saída;2.0;70
6748;1772;7461.0;Saída;2.0;70
6749;1803;7462.0;Saída;2.0;70
6750;1785;7463.0;Saída;2.0;70
6751;1821;7464.0;Saída;2.0;70
6752;1441;7467.0;Saída;2.0;70
6753;2322;7468.0;Saída;1.0;70
6754;2329;7469.0;Saída;2.0;70
6755;2342;7470.0;Saída;3.0;70
6756;2398;7471.0;Saída;3.0;70
6757;490;7472.0;Saída;2.0;70
6758;488;7473.0;Saída;3.0;70
6759;519;7474.0;Saída;3.0;70
6760;481;7475.0;Saída;2.0;70
6761;560;7476.0;Saída;3.0;70
6762;1475;7477.0;Saída;2.0;70
6763;1675;7478.0;Saída;3.0;70
6764;1662;7479.0;Saída;2.0;70
6765;1604;7480.0;Saída;3.0;70
6766;1617;7481.0;Saída;1.0;70
6767;1699;7482.0;Saída;3.0;70
6768;675;7483.0;Saída;1.0;70
6769;686;7484.0;Saída;3.0;70
6770;677;7485.0;Saída;3.0;70
6771;656;7486.0;Saída;2.0;70
6772;1859;7487.0;Saída;2.0;70
6773;1917;7488.0;Saída;1.0;70
6774;4004;7489.0;Saída;1.0;70
6775;4067;7490.0;Saída;3.0;70
6776;4039;7491.0;Saída;3.0;70
6777;4033;7492.0;Saída;3.0;70
6778;4026;7493.0;Saída;1.0;70
6779;1958;7494.0;Saída;1.0;70
6780;1939;7495.0;Saída;1.0;70
6781;1935;7496.0;Saída;2.0;70
6782;1953;7497.0;Saída;3.0;70
6783;1276;7498.0;Saída;3.0;70
6784;1265;7499.0;Saída;1.0;70
6785;1273;7500.0;Saída;1.0;70
6786;1239;7501.0;Saída;2.0;70
6787;1260;7502.0;Saída;1.0;70
6788;2206;7503.0;Saída;1.0;70
6789;2177;7504.0;Saída;3.0;70
6790;2219;7505.0;Saída;2.0;70
6791;907;7506.0;Saída;3.0;70
6792;927;7507.0;Saída;3.0;70
6793;948;7508.0;Saída;1.0;70
6794;917;7509.0;Saída;1.0;70
6795;926;7510.0;Saída;2.0;70
6796;4302;7511.0;Saída;2.0;70
6797;4269;7512.0;Saída;2.0;70
6798;4303;7513.0;Saída;3.0;70
6799;4247;7514.0;Saída;3.0;70
6800;4274;7515.0;Saída;1.0;70
6801;3388;7516.0;Saída;1.0;70
6802;3431;7517.0;Saída;2.0;70
6803;2329;7518.0;Saída;1.0;70
6804;2386;7519.0;Saída;2.0;70
6805;2379;7520.0;Saída;3.0;70
6806;3038;7521.0;Saída;1.0;70
6807;3011;7522.0;Saída;1.0;70
6808;4158;7523.0;Saída;3.0;70
6809;4146;7524.0;Saída;2.0;70
6810;4120;7525.0;Saída;3.0;70
6811;4143;7526.0;Saída;1.0;70
6812;4083;7527.0;Saída;3.0;70
6813;373;7528.0;Saída;3.0;70
6814;348;7529.0;Saída;3.0;70
6815;354;7530.0;Saída;1.0;70
6816;161;7531.0;Saída;2.0;70
6817;166;7532.0;Saída;2.0;70
6818;220;7533.0;Saída;1.0;70
6819;169;7534.0;Saída;3.0;70
6820;239;7535.0;Saída;1.0;70
6821;632;7536.0;Saída;2.0;70
6822;580;7537.0;Saída;3.0;70
6823;1131;7538.0;Saída;3.0;70
6824;1150;7539.0;Saída;2.0;70
6825;1182;7540.0;Saída;1.0;70
6826;1172;7541.0;Saída;3.0;70
6827;1755;7542.0;Saída;2.0;70
6828;1813;7543.0;Saída;3.0;70
6829;3016;7544.0;Saída;2.0;70
6830;3031;7545.0;Saída;1.0;70
6831;3005;7546.0;Saída;1.0;70
6832;3037;7547.0;Saída;2.0;70
6833;2968;7548.0;Saída;3.0;70
6834;2995;7549.0;Saída;2.0;70
6835;3006;7550.0;Saída;1.0;70
6836;3012;7551.0;Saída;2.0;70
6837;631;7552.0;Saída;1.0;70
6838;1967;7553.0;Saída;3.0;70
6839;1939;7554.0;Saída;2.0;70
6840;1971;7555.0;Saída;2.0;70
6841;1969;7556.0;Saída;3.0;70
6842;510;7557.0;Saída;1.0;70
6843;486;7558.0;Saída;1.0;70
6844;3302;7559.0;Saída;1.0;70
6845;3285;7560.0;Saída;2.0;70
6846;3357;7561.0;Saída;2.0;70
6847;3330;7562.0;Saída;3.0;70
6848;674;7563.0;Saída;3.0;70
6849;3640;7564.0;Saída;2.0;70
6850;664;7565.0;Saída;1.0;70
6851;710;7566.0;Saída;1.0;70
6852;651;7567.0;Saída;3.0;70
6853;711;7568.0;Saída;3.0;70
6854;3525;7569.0;Saída;3.0;70
6855;2722;7570.0;Saída;2.0;70
6856;2753;7571.0;Saída;2.0;70
6857;2616;7572.0;Saída;1.0;70
6858;2588;7573.0;Saída;1.0;70
6859;2569;7574.0;Saída;3.0;70
6860;2620;7575.0;Saída;2.0;70
6861;2600;7576.0;Saída;3.0;70
6862;1877;7577.0;Saída;3.0;70
6863;1887;7578.0;Saída;2.0;70
6864;1862;7579.0;Saída;3.0;70
6865;3538;7580.0;Saída;2.0;70
6866;96;7581.0;Saída;1.0;70
6867;118;7582.0;Saída;1.0;70
6868;94;7583.0;Saída;2.0;70
6869;147;7584.0;Saída;2.0;70
6870;4276;7585.0;Saída;2.0;71
6871;4301;7586.0;Saída;1.0;71
6872;4280;7587.0;Saída;2.0;71
6873;4255;7588.0;Saída;2.0;71
6874;4269;7589.0;Saída;2.0;71
6875;3829;7590.0;Saída;2.0;71
6876;3828;7591.0;Saída;3.0;71
6877;3822;7592.0;Saída;1.0;71
6878;1351;7593.0;Saída;3.0;71
6879;1312;7594.0;Saída;2.0;71
6880;1336;7595.0;Saída;2.0;71
6881;1291;7596.0;Saída;2.0;71
6882;1344;7597.0;Saída;2.0;71
6883;1660;7598.0;Saída;3.0;71
6884;1649;7599.0;Saída;3.0;71
6885;1619;7600.0;Saída;1.0;71
6886;1548;7601.0;Saída;3.0;71
6887;391;7602.0;Saída;3.0;71
6888;386;7603.0;Saída;2.0;71
6889;326;7604.0;Saída;2.0;71
6890;2567;7610.0;Saída;1.0;71
6891;2562;7611.0;Saída;2.0;71
6892;1944;7612.0;Saída;2.0;71
6893;1991;7613.0;Saída;1.0;71
6894;3112;7614.0;Saída;2.0;71
6895;3107;7615.0;Saída;2.0;71
6896;3110;7616.0;Saída;3.0;71
6897;3076;7617.0;Saída;1.0;71
6898;3084;7618.0;Saída;1.0;71
6899;1198;7619.0;Saída;3.0;71
6900;1175;7620.0;Saída;1.0;71
6901;1155;7621.0;Saída;3.0;71
6902;1186;7622.0;Saída;3.0;71
6903;2291;7627.0;Saída;3.0;71
6904;2298;7628.0;Saída;1.0;71
6905;2246;7629.0;Saída;1.0;71
6906;4033;7630.0;Saída;1.0;71
6907;4020;7631.0;Saída;3.0;71
6908;4064;7632.0;Saída;1.0;71
6909;4049;7633.0;Saída;3.0;71
6910;1157;7634.0;Saída;1.0;71
6911;1190;7635.0;Saída;3.0;71
6912;1135;7636.0;Saída;1.0;71
6913;1136;7637.0;Saída;3.0;71
6914;1195;7638.0;Saída;2.0;71
6915;1374;7639.0;Saída;1.0;71
6916;1396;7640.0;Saída;3.0;71
6917;1429;7641.0;Saída;2.0;71
6918;3035;7642.0;Saída;2.0;71
6919;4223;7643.0;Saída;1.0;71
6920;4184;7644.0;Saída;2.0;71
6921;4192;7645.0;Saída;1.0;71
6922;4168;7646.0;Saída;1.0;71
6923;3752;7647.0;Saída;3.0;71
6924;3713;7648.0;Saída;3.0;71
6925;3497;7649.0;Saída;2.0;71
6926;3459;7650.0;Saída;2.0;71
6927;3491;7651.0;Saída;2.0;71
6928;3519;7652.0;Saída;1.0;71
6929;3484;7653.0;Saída;1.0;71
6930;1547;7654.0;Saída;1.0;71
6931;1560;7655.0;Saída;2.0;71
6932;3542;7660.0;Saída;3.0;71
6933;332;7661.0;Saída;2.0;71
6934;337;7662.0;Saída;2.0;71
6935;396;7663.0;Saída;2.0;71
6936;348;7664.0;Saída;1.0;71
6937;352;7665.0;Saída;3.0;71
6938;3595;7666.0;Saída;2.0;71
6939;3540;7667.0;Saída;3.0;71
6940;4278;7668.0;Saída;3.0;71
6941;4316;7669.0;Saída;2.0;71
6942;4256;7670.0;Saída;3.0;71
6943;4304;7671.0;Saída;1.0;71
6944;4269;7672.0;Saída;1.0;71
6945;167;7673.0;Saída;3.0;71
6946;239;7674.0;Saída;3.0;71
6947;226;7675.0;Saída;3.0;71
6948;325;7676.0;Saída;2.0;71
6949;3507;7677.0;Saída;3.0;71
6950;3517;7678.0;Saída;2.0;71
6951;3511;7679.0;Saída;1.0;71
6952;558;7680.0;Saída;1.0;71
6953;518;7681.0;Saída;2.0;71
6954;551;7682.0;Saída;2.0;71
6955;485;7683.0;Saída;1.0;71
6956;519;7684.0;Saída;1.0;71
6957;2287;7685.0;Saída;3.0;71
6958;2264;7686.0;Saída;2.0;71
6959;2294;7687.0;Saída;1.0;71
6960;2247;7688.0;Saída;1.0;71
6961;2155;7690.0;Saída;2.0;71
6962;2134;7691.0;Saída;1.0;71
6963;2111;7692.0;Saída;3.0;71
6964;2107;7693.0;Saída;3.0;71
6965;2150;7694.0;Saída;1.0;71
6966;1263;7695.0;Saída;2.0;71
6967;1251;7696.0;Saída;2.0;71
6968;1234;7697.0;Saída;3.0;71
6969;1507;7698.0;Saída;3.0;71
6970;1455;7699.0;Saída;1.0;71
6971;1501;7700.0;Saída;3.0;71
6972;1475;7701.0;Saída;1.0;71
6973;1515;7702.0;Saída;3.0;71
6974;3610;7703.0;Saída;3.0;71
6975;3660;7704.0;Saída;1.0;71
6976;3143;7705.0;Saída;1.0;71
6977;1370;7706.0;Saída;3.0;71
6978;1439;7707.0;Saída;3.0;71
6979;2375;7708.0;Saída;3.0;71
6980;2334;7709.0;Saída;1.0;71
6981;2392;7710.0;Saída;1.0;71
6982;283;7711.0;Saída;3.0;71
6983;297;7712.0;Saída;2.0;71
6984;311;7713.0;Saída;2.0;71
6985;3528;7714.0;Saída;1.0;71
6986;3590;7715.0;Saída;3.0;71
6987;3532;7716.0;Saída;1.0;71
6988;3254;7717.0;Saída;2.0;71
6989;3249;7718.0;Saída;1.0;71
6990;2791;7719.0;Saída;2.0;71
6991;2739;7720.0;Saída;1.0;71
6992;2771;7721.0;Saída;3.0;71
6993;4048;7722.0;Saída;2.0;71
6994;4075;7723.0;Saída;1.0;71
6995;4067;7726.0;Saída;3.0;71
6996;4012;7727.0;Saída;2.0;71
6997;4054;7728.0;Saída;3.0;71
6998;4037;7729.0;Saída;1.0;71
6999;638;7730.0;Saída;2.0;72
7000;637;7731.0;Saída;3.0;72
7001;562;7732.0;Saída;1.0;72
7002;569;7733.0;Saída;1.0;72
7003;621;7734.0;Saída;1.0;72
7004;3095;7735.0;Saída;3.0;72
7005;3091;7736.0;Saída;1.0;72
7006;3085;7737.0;Saída;3.0;72
7007;3053;7738.0;Saída;1.0;72
7008;3060;7739.0;Saída;2.0;72
7009;176;7744.0;Saída;3.0;72
7010;248;7745.0;Saída;2.0;72
7011;280;7746.0;Saída;2.0;72
7012;713;7747.0;Saída;3.0;72
7013;706;7748.0;Saída;1.0;72
7014;700;7749.0;Saída;1.0;72
7015;3965;7750.0;Saída;1.0;72
7016;3940;7751.0;Saída;2.0;72
7017;3962;7752.0;Saída;3.0;72
7018;3971;7753.0;Saída;1.0;72
7019;3076;7754.0;Saída;2.0;72
7020;3060;7755.0;Saída;2.0;72
7021;3074;7756.0;Saída;3.0;72
7022;444;7757.0;Saída;3.0;72
7023;433;7758.0;Saída;2.0;72
7024;786;7759.0;Saída;2.0;72
7025;763;7760.0;Saída;2.0;72
7026;798;7761.0;Saída;2.0;72
7027;2515;7762.0;Saída;1.0;72
7028;2536;7763.0;Saída;1.0;72
7029;3530;7764.0;Saída;2.0;72
7030;1055;7765.0;Saída;2.0;72
7031;1044;7766.0;Saída;3.0;72
7032;1119;7767.0;Saída;1.0;72
7033;1057;7768.0;Saída;2.0;72
7034;323;7769.0;Saída;2.0;72
7035;351;7770.0;Saída;1.0;72
7036;396;7771.0;Saída;1.0;72
7037;375;7772.0;Saída;3.0;72
7038;383;7773.0;Saída;1.0;72
7039;3644;7774.0;Saída;2.0;72
7040;3638;7775.0;Saída;2.0;72
7041;3604;7776.0;Saída;3.0;72
7042;2327;7777.0;Saída;3.0;72
7043;2339;7778.0;Saída;2.0;72
7044;2374;7779.0;Saída;3.0;72
7045;2373;7780.0;Saída;3.0;72
7046;216;7781.0;Saída;1.0;72
7047;228;7782.0;Saída;3.0;72
7048;174;7783.0;Saída;3.0;72
7049;166;7784.0;Saída;3.0;72
7050;218;7785.0;Saída;1.0;72
7051;179;7786.0;Saída;2.0;72
7052;198;7787.0;Saída;3.0;72
7053;234;7788.0;Saída;2.0;72
7054;3773;7789.0;Saída;3.0;72
7055;3824;7790.0;Saída;2.0;72
7056;3838;7791.0;Saída;3.0;72
7057;3787;7792.0;Saída;1.0;72
7058;1;7793.0;Saída;3.0;72
7059;80;7794.0;Saída;1.0;72
7060;2299;7795.0;Saída;1.0;72
7061;1082;7796.0;Saída;1.0;72
7062;1056;7797.0;Saída;3.0;72
7063;1057;7798.0;Saída;2.0;72
7064;3344;7799.0;Saída;3.0;72
7065;3283;7800.0;Saída;2.0;72
7066;3294;7801.0;Saída;2.0;72
7067;3331;7802.0;Saída;3.0;72
7068;1670;7803.0;Saída;2.0;72
7069;1619;7804.0;Saída;3.0;72
7070;1621;7805.0;Saída;2.0;72
7071;1667;7806.0;Saída;1.0;72
7072;875;7807.0;Saída;3.0;72
7073;858;7808.0;Saída;2.0;72
7074;822;7809.0;Saída;3.0;72
7075;805;7810.0;Saída;2.0;72
7076;2433;7811.0;Saída;2.0;72
7077;2407;7812.0;Saída;3.0;72
7078;3468;7813.0;Saída;2.0;72
7079;3164;7819.0;Saída;2.0;72
7080;3187;7820.0;Saída;1.0;72
7081;3139;7821.0;Saída;2.0;72
7082;3183;7822.0;Saída;1.0;72
7083;970;7823.0;Saída;1.0;72
7084;1014;7824.0;Saída;3.0;72
7085;1027;7825.0;Saída;1.0;72
7086;4283;7826.0;Saída;3.0;72
7087;4279;7827.0;Saída;1.0;72
